Match_ID,Round,Date,LogoHome,LogoAway,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,EGHT,EGAT,BPHT,BPAT,GAHT,GAAT,SoGHT,SoGAT,FKHT,FKAT,CKHT,CKAT,OHT,OAT,THT,TAT,GSHT,GSAT,FHT,FAT,RCHT,RCAT,YCHT,YCAT,TPHT,TPAT,AHT,AAT,DAHT,DAAT,CCHT,CCAT
jXP8f29S,ROUND 38,19.05.2024,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Arsenal,Everton,2,1,1,1,1.23,0.50,67,33,12,4,9,3,8,7,3,1,0,4,1,9,0,2,5,4,-,-,1,0,327,151,61,27,47,13,6,14
htCzjMHq,ROUND 38,19.05.2024,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Brentford,Newcastle,2,4,0,3,0.61,1.86,56,44,3,8,2,3,6,7,1,0,1,0,7,8,2,1,6,5,-,-,2,1,242,207,48,48,18,25,10,8
z51uktXk,ROUND 38,19.05.2024,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Brighton,Manchester Utd,0,2,0,0,1.04,0.17,58,42,10,3,8,1,4,5,4,1,0,0,15,11,2,2,6,4,-,-,0,2,336,240,50,27,25,6,2,10
nu5ql0nd,ROUND 38,19.05.2024,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Burnley,Nottingham,1,2,0,2,0.72,0.95,71,29,10,5,10,3,3,5,3,0,0,1,3,5,0,0,5,3,-,-,-,-,358,129,84,19,45,9,7,19
0rgRCqPd,ROUND 38,19.05.2024,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Chelsea,Bournemouth,2,1,1,0,0.46,0.82,65,35,8,10,6,7,5,2,3,1,0,1,12,15,3,1,2,5,-,-,1,2,308,150,40,44,22,29,7,8
vZiVB3v3,ROUND 38,19.05.2024,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Crystal Palace,Aston Villa,5,0,2,0,1.20,1.20,46,54,7,7,2,5,0,5,0,4,1,0,12,6,2,3,7,2,-,-,1,1,243,271,48,28,22,13,10,7
dAnzBNg9,ROUND 38,19.05.2024,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Liverpool,Wolves,2,0,2,0,2.74,0.22,68,32,21,2,12,1,5,5,7,2,1,0,12,14,1,7,4,6,0,1,0,1,338,133,68,29,54,8,3,12
z1ovAs9F,ROUND 38,19.05.2024,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Luton,Fulham,2,4,1,2,1.62,0.41,41,59,10,5,6,3,6,10,3,1,4,0,7,10,0,3,6,7,-,-,1,1,154,230,38,33,25,21,2,16
Sd97hFwr,ROUND 38,19.05.2024,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Manchester City,West Ham,3,1,2,1,0.96,0.31,68,32,15,2,5,0,5,4,3,1,2,0,8,9,1,8,1,5,-,-,-,-,380,143,69,18,42,5,4,7
t0DBiZhl,ROUND 38,19.05.2024,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Sheffield Utd,Tottenham,0,3,0,1,1.05,2.03,27,73,5,10,4,5,5,8,2,3,3,0,7,7,4,1,5,5,-,-,1,0,117,292,32,60,12,26,16,5
C43exrWn,ROUND 34,15.05.2024,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Manchester Utd,Newcastle,3,2,1,0,1.27,0.39,40,60,9,7,5,5,4,7,4,6,1,1,5,5,2,3,6,3,-,-,0,1,174,228,38,42,27,28,17,12
ro9WXSv1,ROUND 34,15.05.2024,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Brighton,Chelsea,1,2,0,1,0.22,1.07,46,54,5,8,4,4,10,7,2,5,1,1,8,4,3,1,7,10,-,-,1,0,207,263,39,31,15,23,7,8
I163zM0a,ROUND 34,14.05.2024,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Tottenham,Manchester City,0,2,0,0,0.26,0.40,55,45,3,3,2,2,6,7,4,2,1,2,14,12,1,1,6,4,-,-,1,0,335,280,36,48,22,25,4,6
GziuczET,ROUND 37,13.05.2024,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Aston Villa,Liverpool,3,3,1,2,1.53,1.33,42,58,8,6,7,4,13,2,2,1,1,3,5,10,0,0,1,10,-,-,0,1,224,306,39,49,26,22,7,7
ERUq06ui,ROUND 37,12.05.2024,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Manchester Utd,Arsenal,0,1,0,1,0.49,0.86,50,50,8,5,8,3,3,4,3,2,1,0,6,16,1,0,3,3,-,-,-,-,270,220,54,34,28,20,10,11
nuTibpA3,ROUND 37,11.05.2024,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Nottingham,Chelsea,2,3,1,1,0.61,0.63,29,71,10,5,7,3,7,6,2,4,2,1,16,5,1,2,4,5,-,-,0,2,127,323,33,55,18,14,11,8
2XnybGbN,ROUND 37,11.05.2024,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Bournemouth,Brentford,1,2,0,0,0.38,0.33,41,59,6,5,4,3,4,9,0,6,1,0,5,8,2,2,8,4,-,-,1,0,176,223,36,52,28,33,16,6
YFw7hfMp,ROUND 37,11.05.2024,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Everton,Sheffield Utd,1,0,1,0,1.70,0.07,60,40,7,3,2,2,7,5,2,2,2,0,15,12,1,4,3,7,-,-,1,1,228,153,49,32,35,19,9,11
hITmaQfc,ROUND 37,11.05.2024,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Newcastle,Brighton,1,1,1,1,1.54,1.10,59,41,10,10,6,7,7,7,6,3,2,0,3,13,2,3,4,7,-,-,0,1,270,187,62,28,32,10,4,12
0rXec4P9,ROUND 37,11.05.2024,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Tottenham,Burnley,2,1,1,1,0.55,0.56,59,41,8,4,5,1,8,4,3,2,0,2,6,10,2,2,5,6,-,-,0,1,293,199,54,33,28,14,9,6
r7M0dOvG,ROUND 37,11.05.2024,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,West Ham,Luton,3,1,0,1,0.72,0.33,56,44,10,3,9,2,3,4,1,2,1,0,11,12,0,1,3,3,-,-,0,1,240,185,42,57,34,23,6,16
McL4erfM,ROUND 37,11.05.2024,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Wolves,Crystal Palace,1,3,0,2,0.16,1.61,61,39,3,9,1,7,7,5,3,2,2,1,10,15,0,2,5,5,-,-,1,1,301,192,73,50,21,11,2,9
C6xBiEyi,ROUND 37,11.05.2024,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Fulham,Manchester City,0,4,0,1,-,-,33,67,0,7,0,4,0,3,1,3,0,0,7,3,2,0,3,0,-,-,-,-,204,424,27,76,16,41,10,7
jT5F2vph,ROUND 36,06.05.2024,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Crystal Palace,Manchester Utd,4,0,2,0,0.53,0.26,36,64,5,4,2,4,2,8,1,1,1,0,7,11,0,1,8,2,-,-,-,-,191,348,58,53,26,11,3,6
YieK1bab,ROUND 36,05.05.2024,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Liverpool,Tottenham,4,2,2,0,2.04,0.05,47,53,13,1,5,1,6,9,5,1,3,1,6,7,0,6,4,5,-,-,0,1,226,296,46,61,38,21,4,15
xWC2qHqU,ROUND 36,05.05.2024,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Brighton,Aston Villa,1,0,0,0,0.80,0.03,55,45,6,1,2,0,2,7,3,0,2,0,6,7,1,4,5,2,-,-,-,-,284,237,27,44,15,10,4,4
hrmC3KUo,ROUND 36,05.05.2024,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Chelsea,West Ham,5,0,3,0,2.02,0.19,65,35,14,3,7,3,6,8,5,2,0,0,7,10,0,4,8,5,-,-,1,3,291,138,48,26,26,22,9,12
tIbSaxUA,ROUND 36,04.05.2024,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Manchester City,Wolves,5,1,3,0,2.11,0.00,53,47,7,0,2,0,6,2,2,0,1,0,7,10,0,2,1,8,-,-,0,2,286,255,56,33,31,7,3,4
KfIcpcUN,ROUND 36,04.05.2024,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Brentford,Fulham,0,0,0,0,1.11,0.24,52,48,5,6,2,5,3,1,2,3,0,0,4,11,1,3,1,3,-,-,-,-,246,224,60,49,30,30,14,14
vuaUvyho,ROUND 36,04.05.2024,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Burnley,Newcastle,1,4,0,3,0.32,1.53,51,49,8,15,5,9,4,5,3,5,0,0,12,10,3,3,4,4,-,-,1,1,216,193,53,58,13,30,12,7
K8cWbdqH,ROUND 36,04.05.2024,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Sheffield Utd,Nottingham,1,3,1,1,1.89,0.66,49,51,9,8,6,7,2,2,5,2,0,0,9,11,0,2,2,3,-,-,0,1,233,244,48,63,28,17,5,11
t4JgowFH,ROUND 36,04.05.2024,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Arsenal,Bournemouth,3,0,1,0,2.34,0.04,61,39,16,1,11,1,4,10,4,0,2,0,8,6,0,4,7,5,-,-,0,1,254,165,67,26,50,9,1,13
CrfO0IE4,ROUND 36,03.05.2024,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Luton,Everton,1,1,1,1,0.38,0.94,45,55,5,6,3,5,2,5,1,3,0,0,10,12,0,1,7,2,-,-,1,1,199,249,52,68,29,28,11,11
lUEplQC8,ROUND 26,02.05.2024,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Chelsea,Tottenham,2,0,1,0,1.30,0.41,48,52,11,3,8,3,11,4,3,2,0,0,5,5,0,2,5,10,-,-,-,-,240,257,54,51,22,28,12,10
CORxkLFh,ROUND 35,28.04.2024,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Nottingham,Manchester City,0,2,0,1,1.10,0.26,33,67,8,7,7,5,4,3,3,4,0,1,9,7,1,1,3,3,-,-,-,-,157,333,34,57,15,29,5,3
ETaCYaVB,ROUND 35,28.04.2024,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Bournemouth,Brighton,3,0,1,0,1.11,0.60,29,71,6,5,4,4,4,11,3,1,1,0,5,17,1,1,10,4,-,-,1,0,127,324,47,48,16,24,11,8
jFQtluVb,ROUND 35,28.04.2024,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Tottenham,Arsenal,2,3,0,3,0.83,0.74,71,29,8,4,8,2,7,4,5,2,1,2,9,12,0,0,4,7,-,-,-,-,344,138,58,27,51,12,3,14
hKbGXJpI,ROUND 35,27.04.2024,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Aston Villa,Chelsea,2,2,2,0,0.60,0.54,27,73,5,8,2,7,11,5,0,0,2,4,3,11,1,1,3,7,-,-,-,-,147,392,24,83,17,27,4,7
nsbKWw0O,ROUND 35,27.04.2024,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Everton,Brentford,1,0,0,0,0.69,0.21,47,53,12,4,12,4,5,8,3,3,0,1,6,7,0,0,8,4,-,-,0,1,209,229,42,37,33,24,12,13
0p2OVcFU,ROUND 35,27.04.2024,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Fulham,Crystal Palace,1,1,0,0,0.32,0.55,54,46,4,7,3,6,8,8,2,5,1,0,11,6,1,1,7,8,-,-,-,-,263,197,37,60,14,27,9,10
Q7TUjsot,ROUND 35,27.04.2024,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Manchester Utd,Burnley,1,1,0,0,0.81,0.73,49,51,12,9,10,4,7,4,2,4,0,0,8,8,5,2,4,7,-,-,1,1,233,239,54,56,22,19,12,10
4bSYk10n,ROUND 35,27.04.2024,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Newcastle,Sheffield Utd,5,1,1,1,0.72,1.21,58,42,10,10,8,7,4,6,1,4,1,0,7,8,2,1,5,4,-,-,-,-,282,207,60,57,38,21,7,10
nsKknJaB,ROUND 35,27.04.2024,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Wolves,Luton,2,1,1,0,0.32,0.27,60,40,7,5,4,1,8,5,1,1,1,0,12,14,4,2,4,8,-,-,1,0,326,208,42,50,19,25,5,7
YwGomap5,ROUND 35,27.04.2024,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,West Ham,Liverpool,2,2,1,0,0.35,0.71,24,76,6,11,1,9,7,5,3,1,1,2,11,15,2,4,4,5,-,-,0,1,122,381,36,73,19,44,13,7
44mim5qC,ROUND 29,25.04.2024,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Brighton,Manchester City,0,4,0,3,0.12,0.92,36,64,3,9,1,6,3,4,2,2,1,1,6,4,0,2,3,2,-,-,1,0,221,423,20,63,8,17,6,2
A1jaoqEO,ROUND 29,24.04.2024,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Crystal Palace,Newcastle,2,0,0,0,0.23,0.00,51,49,9,1,6,1,7,7,4,0,2,2,12,17,0,3,6,6,-,-,2,0,251,248,80,42,28,14,5,8
C6UsASjP,ROUND 29,24.04.2024,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Everton,Liverpool,2,0,1,0,0.49,1.13,24,76,8,9,5,6,9,3,0,5,2,0,7,6,3,2,3,9,-,-,0,1,119,373,36,75,11,40,20,5
MuKH3QTh,ROUND 29,24.04.2024,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Manchester Utd,Sheffield Utd,4,2,1,1,1.42,0.24,83,17,17,3,10,1,6,3,6,0,3,1,8,9,1,6,0,5,-,-,0,1,437,91,84,25,51,5,0,17
I7DQ14b5,ROUND 29,24.04.2024,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Wolves,Bournemouth,0,1,0,1,0.23,1.15,59,41,5,11,3,6,7,8,4,6,1,0,3,7,4,2,7,7,-,-,2,0,248,158,37,58,14,24,10,8
QDlmloU5,ROUND 29,23.04.2024,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Arsenal,Chelsea,5,0,1,0,1.33,1.34,42,58,13,5,10,5,6,7,3,2,2,0,7,5,0,2,5,8,-,-,1,2,211,297,41,28,35,16,8,9
hGjNfjnE,ROUND 34,21.04.2024,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Fulham,Liverpool,1,3,1,1,0.43,0.48,34,66,7,7,4,5,5,4,1,3,0,0,5,6,1,2,4,5,-,-,2,0,160,322,34,53,16,25,7,4
Us5SY8Pf,ROUND 34,21.04.2024,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Aston Villa,Bournemouth,3,1,1,1,0.70,0.94,64,36,7,7,6,5,8,3,2,3,2,2,9,6,1,0,2,6,-,-,0,2,253,140,36,25,21,18,4,11
Q9byXnf7,ROUND 34,21.04.2024,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Crystal Palace,West Ham,5,2,4,1,2.09,1.28,65,35,13,3,8,2,9,4,3,0,0,2,13,13,0,1,5,7,-,-,2,2,320,171,66,43,31,18,7,10
40cuW69D,ROUND 34,21.04.2024,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Everton,Nottingham,2,0,1,0,0.10,0.33,42,58,3,5,1,2,5,8,4,4,0,0,7,1,3,1,9,5,-,-,-,-,206,297,47,43,23,16,8,10
dh57ZuG5,ROUND 34,20.04.2024,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Wolves,Arsenal,0,2,0,1,0.11,0.46,48,52,3,8,1,4,4,6,0,0,0,0,12,4,3,2,6,4,-,-,2,2,259,276,39,62,9,36,9,4
UuEjwOGt,ROUND 34,20.04.2024,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Luton,Brentford,1,5,0,2,0.16,1.18,56,44,4,9,2,6,2,4,2,5,0,0,7,11,1,2,3,3,-,-,0,1,224,168,54,45,31,25,18,16
Ov7ay2og,ROUND 34,20.04.2024,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Sheffield Utd,Burnley,1,4,0,2,1.33,0.63,47,53,8,9,3,5,5,7,4,1,1,1,12,13,2,5,6,4,-,-,-,-,209,241,48,42,26,24,11,13
KYplrD28,ROUND 33,15.04.2024,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Chelsea,Everton,6,0,4,0,1.39,1.18,63,37,8,4,3,3,13,3,1,5,0,3,2,10,1,1,3,12,-,-,1,2,278,151,49,59,19,31,11,2
A33cLkee,ROUND 33,14.04.2024,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Arsenal,Aston Villa,0,2,0,0,1.15,0.29,56,44,14,6,11,6,2,6,2,0,2,0,12,9,0,3,4,3,-,-,2,1,250,195,53,33,39,12,6,5
YykhsXHE,ROUND 33,14.04.2024,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Liverpool,Crystal Palace,0,1,0,1,1.00,1.18,63,37,7,6,4,2,7,6,3,0,2,4,10,18,3,3,4,4,-,-,-,-,350,208,80,48,26,12,6,9
zL5OZlAl,ROUND 33,14.04.2024,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,West Ham,Fulham,0,2,0,1,0.83,1.30,55,45,12,10,9,4,4,7,4,1,1,0,6,6,5,3,3,7,-,-,-,-,265,226,67,35,44,15,5,18
WC4gMVuk,ROUND 33,13.04.2024,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Bournemouth,Manchester Utd,2,2,2,1,1.16,0.31,39,61,12,5,7,4,6,7,1,1,1,2,11,5,0,3,7,4,-,-,1,0,183,287,40,63,20,17,7,7
vw81K9A1,ROUND 33,13.04.2024,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Brentford,Sheffield Utd,2,0,0,0,0.88,0.30,54,46,6,3,3,2,8,5,1,2,1,1,4,7,1,3,4,7,-,-,2,1,213,182,59,37,29,20,11,8
IT65JTP7,ROUND 33,13.04.2024,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Burnley,Brighton,1,1,0,0,1.31,0.40,52,48,5,9,5,4,6,10,2,2,1,2,10,9,5,0,9,3,-,-,1,0,247,233,62,38,31,17,7,11
SbldtiXK,ROUND 33,13.04.2024,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Manchester City,Luton,5,1,1,0,1.90,0.00,76,24,19,0,13,0,3,4,10,1,0,0,10,8,0,5,4,3,-,-,1,0,382,125,78,17,66,7,3,23
dU6KzVfr,ROUND 33,13.04.2024,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Nottingham,Wolves,2,2,1,1,0.57,0.32,42,58,9,6,6,4,8,5,5,0,1,1,5,8,1,2,4,7,-,-,0,2,199,285,49,42,32,15,4,14
6km0uBnR,ROUND 33,13.04.2024,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Newcastle,Tottenham,4,0,2,0,1.83,0.51,33,67,10,5,8,4,8,7,10,1,1,1,7,9,1,0,8,6,-,-,0,1,105,225,40,47,27,23,8,8
EeOMRiIR,ROUND 32,07.04.2024,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Tottenham,Nottingham,3,1,1,1,0.78,0.83,65,35,8,7,6,3,6,4,5,2,0,1,5,3,3,1,4,5,-,-,1,1,328,178,69,31,47,11,7,14
KYOISX2L,ROUND 32,07.04.2024,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Sheffield Utd,Chelsea,2,2,1,1,0.39,0.22,27,73,5,3,1,2,6,4,2,1,0,0,4,3,0,3,4,6,-,-,0,1,148,419,57,66,15,20,6,8
trQETDmF,ROUND 32,07.04.2024,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Manchester Utd,Liverpool,2,2,0,1,-,-,43,57,0,14,0,10,5,4,3,8,2,1,18,7,3,0,2,4,-,-,0,1,195,253,35,63,19,42,11,7
zokF8CBk,ROUND 32,06.04.2024,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Brighton,Arsenal,0,3,0,1,0.25,2.03,42,58,6,9,5,7,5,6,2,3,2,1,13,5,1,1,6,5,-,-,-,-,208,286,32,47,11,41,10,4
dfjB9hdq,ROUND 32,06.04.2024,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Aston Villa,Brentford,3,3,1,0,0.39,0.07,75,25,4,2,3,2,12,3,7,0,0,3,4,3,0,0,4,7,-,-,0,1,304,98,58,31,42,12,6,8
WCrO6jt2,ROUND 32,06.04.2024,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Everton,Burnley,1,0,1,0,0.26,0.35,41,59,5,4,4,3,6,9,2,2,4,1,16,9,1,0,5,5,-,-,2,0,147,224,63,46,30,16,11,15
pGW5VZI2,ROUND 32,06.04.2024,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Fulham,Newcastle,0,1,0,0,1.04,0.09,71,29,10,2,7,2,9,3,6,0,0,2,10,5,0,3,4,7,-,-,0,1,336,139,76,35,52,13,1,15
O6V9UgY8,ROUND 32,06.04.2024,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Luton,Bournemouth,2,1,0,0,0.19,0.16,53,47,4,5,4,5,5,6,5,1,0,0,7,7,0,0,5,6,-,-,-,-,193,178,61,38,22,18,10,12
