Match_ID,Round,Date,LogoHome,LogoAway,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,EGHT,EGAT,BPHT,BPAT,GAHT,GAAT,SoGHT,SoGAT,FKHT,FKAT,CKHT,CKAT,OHT,OAT,THT,TAT,GSHT,GSAT,FHT,FAT,RCHT,RCAT,YCHT,YCAT,TPHT,TPAT,AHT,AAT,DAHT,DAAT,CCHT,CCAT
CWyuXXyH,ROUND 24,10.02.2024,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Wolves,Brentford,0,2,0,1,0.28,1.50,67,33,5,7,2,3,2,6,4,3,0,0,8,11,3,3,6,3,-,-,-,-,317,159,80,40,37,20,4,20
40kOzGxh,ROUND 24,10.02.2024,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Manchester City,Everton,2,0,0,0,0.71,0.22,74,26,10,4,10,3,4,2,5,0,0,0,7,15,1,0,2,4,-,-,-,-,372,129,66,29,50,8,3,17
QFiS4FhO,ROUND 23,05.02.2024,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Brentford,Manchester City,1,3,1,1,0.52,1.17,28,72,3,17,1,7,1,3,4,12,2,0,7,6,9,1,1,1,-,-,1,0,106,291,30,63,12,50,24,11
WhhO5ewI,ROUND 23,04.02.2024,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Arsenal,Liverpool,3,1,1,1,2.10,0.11,46,54,8,3,4,3,7,7,0,1,2,0,11,5,0,3,5,7,-,-,1,1,235,274,55,44,32,13,3,9
h2gK6yOB,ROUND 23,04.02.2024,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Bournemouth,Nottingham,1,1,1,1,0.68,0.52,45,55,6,5,4,0,6,10,6,4,1,0,9,17,4,1,10,6,-,-,2,0,152,198,49,31,38,20,9,14
rXLtOxgn,ROUND 23,04.02.2024,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Chelsea,Wolves,2,4,1,2,0.72,0.35,61,39,5,7,3,4,8,8,3,0,1,0,7,8,1,1,8,7,-,-,1,2,301,190,46,41,15,19,11,4
jcPlMGNb,ROUND 23,04.02.2024,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Manchester Utd,West Ham,3,0,1,0,0.15,1.02,53,47,3,12,0,10,2,5,2,4,0,0,4,4,2,2,5,2,-,-,0,1,277,239,55,54,17,39,9,7
pdIcKfhB,ROUND 23,03.02.2024,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Sheffield Utd,Aston Villa,0,5,0,4,0.21,1.83,29,71,2,11,1,3,5,9,0,3,4,0,7,3,4,1,5,5,-,-,1,0,133,327,31,59,13,16,7,4
vJeW3Z7U,ROUND 23,03.02.2024,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Brighton,Crystal Palace,4,1,3,0,0.99,0.13,75,25,8,3,3,1,10,4,1,1,1,2,11,9,2,2,4,9,-,-,0,1,453,147,61,27,15,4,2,4
4tNxPIwt,ROUND 23,03.02.2024,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Burnley,Fulham,2,2,0,2,0.18,0.56,40,60,6,5,5,2,7,5,2,3,1,1,7,3,1,1,4,6,-,-,0,2,169,250,47,49,14,25,16,9
YLEgLzw5,ROUND 23,03.02.2024,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Newcastle,Luton,4,4,2,2,0.98,1.16,49,51,6,7,3,3,4,4,4,2,0,0,13,6,2,1,5,6,-,-,-,-,208,224,52,53,24,29,4,12
C6QpNd8h,ROUND 23,03.02.2024,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Everton,Tottenham,2,2,1,2,1.17,0.66,47,53,9,4,6,1,6,7,6,1,4,0,13,10,1,2,3,6,-,-,-,-,188,235,74,43,48,14,7,16
vPKBAJOn,ROUND 22,01.02.2024,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Wolves,Manchester Utd,3,4,0,2,0.15,1.05,45,55,4,8,2,6,4,5,2,2,0,2,12,10,0,2,5,2,-,-,1,1,220,271,56,46,23,19,5,7
d0V6Ba9t,ROUND 22,01.02.2024,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,West Ham,Bournemouth,1,1,0,1,0.29,1.09,52,48,3,6,1,3,6,9,1,3,1,1,14,10,2,2,8,5,-,-,-,-,243,224,47,61,26,24,8,11
nkOJ8cga,ROUND 22,31.01.2024,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Liverpool,Chelsea,4,1,2,0,1.86,0.01,54,46,15,1,9,0,8,6,4,0,1,1,16,9,1,4,5,8,-,-,0,4,269,239,74,41,40,11,2,19
QuNN7H85,ROUND 22,31.01.2024,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Manchester City,Burnley,3,1,2,0,1.08,0.18,75,25,7,3,4,3,9,4,2,3,2,2,7,6,0,1,2,7,-,-,0,1,355,111,67,31,36,11,5,10
fiquGu1P,ROUND 22,31.01.2024,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Tottenham,Brentford,3,2,0,1,0.53,0.66,72,28,6,4,5,1,9,9,1,1,1,2,9,7,2,1,8,8,-,-,1,2,356,128,83,27,55,15,7,14
Yobpfbv6,ROUND 22,30.01.2024,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Aston Villa,Newcastle,1,3,0,2,0.14,1.13,52,48,3,9,2,5,5,7,3,4,1,1,6,8,2,1,6,4,-,-,1,0,261,231,48,52,29,18,7,11
hSOF9wvg,ROUND 22,30.01.2024,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Crystal Palace,Sheffield Utd,3,2,2,2,0.82,0.17,59,41,9,3,7,0,7,3,9,0,1,0,17,16,1,0,2,6,-,-,0,2,218,159,65,35,44,12,5,23
pM1lgIgC,ROUND 22,30.01.2024,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Fulham,Everton,0,0,0,0,0.71,0.69,70,30,10,10,8,7,9,5,3,2,2,0,5,10,3,2,3,8,-,-,1,2,312,138,55,43,28,22,11,11
Spighx9I,ROUND 22,30.01.2024,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Luton,Brighton,4,0,3,0,2.16,0.25,40,60,11,5,7,5,8,11,6,1,2,1,9,10,0,1,10,7,-,-,1,1,177,282,55,52,22,14,4,11
6yjcidOO,ROUND 22,30.01.2024,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Nottingham,Arsenal,1,2,0,0,0.03,0.81,18,82,2,9,2,8,5,3,0,5,0,2,7,8,1,0,3,3,-,-,0,1,102,432,19,90,3,109,34,0
d20Di5I7,ROUND 21,22.01.2024,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Brighton,Wolves,0,0,0,0,0.80,0.33,68,32,7,3,4,2,7,5,4,1,1,1,6,8,1,3,4,6,-,-,0,1,389,185,70,35,26,10,2,15
Wf31f7Yl,ROUND 21,21.01.2024,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Bournemouth,Liverpool,0,4,0,0,0.13,0.08,40,60,3,4,2,2,7,3,4,3,0,0,17,18,2,1,3,7,-,-,-,-,165,253,50,63,35,28,11,10
vPbtevPa,ROUND 21,21.01.2024,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Sheffield Utd,West Ham,2,2,1,1,0.90,0.76,55,45,12,7,7,4,5,5,3,1,1,1,7,9,2,4,4,5,-,-,1,1,226,180,63,35,27,16,9,13
IB19ho31,ROUND 21,20.01.2024,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Brentford,Nottingham,3,2,1,1,0.46,0.25,51,49,5,6,4,4,8,4,4,1,0,1,8,5,1,0,5,5,-,-,0,1,247,242,54,58,27,17,8,14
Ao25gRme,ROUND 21,20.01.2024,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Arsenal,Crystal Palace,5,0,2,0,1.30,0.13,64,36,8,6,7,3,8,8,4,1,3,1,5,5,3,0,5,7,-,-,-,-,277,163,40,49,27,14,9,14
rc5Xd0fm,ROUND 21,14.01.2024,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Manchester Utd,Tottenham,2,2,2,1,0.26,0.95,37,63,6,10,4,6,3,5,5,5,1,2,9,12,3,0,4,1,-,-,2,1,174,292,31,38,29,30,12,7
466Tctus,ROUND 21,14.01.2024,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Everton,Aston Villa,0,0,0,0,0.91,0.26,30,70,7,6,5,4,9,10,4,3,2,1,12,3,2,2,8,8,-,-,0,1,109,261,29,51,23,32,7,11
0YaxdK9g,ROUND 21,13.01.2024,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Newcastle,Manchester City,2,3,2,1,0.68,1.01,31,69,7,11,4,8,4,9,2,5,6,1,14,6,2,1,3,3,-,-,1,1,155,359,27,70,16,32,9,6
CAr0F8AE,ROUND 21,13.01.2024,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Chelsea,Fulham,1,0,1,0,1.01,0.21,59,41,9,5,7,3,5,6,1,4,2,0,11,14,2,1,4,5,-,-,1,0,303,202,80,35,40,21,15,13
b7vdGle8,ROUND 21,12.01.2024,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Burnley,Luton,1,1,1,0,0.69,0.40,42,58,6,7,4,5,7,4,0,5,0,1,5,12,2,1,3,5,-,-,-,-,174,248,54,61,22,32,16,10
CAMUaTAR,ROUND 20,02.01.2024,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,West Ham,Brighton,0,0,0,0,0.21,0.48,37,63,4,5,3,2,4,5,1,0,3,1,8,5,3,1,3,3,-,-,1,0,217,384,40,65,22,21,13,8
URtWvSY1,ROUND 20,01.01.2024,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Liverpool,Newcastle,4,2,0,0,2.87,0.05,63,37,18,1,13,1,9,9,4,2,1,2,8,15,0,5,8,9,-,-,2,2,267,161,70,33,56,12,0,23
WtOSu8Je,ROUND 20,31.12.2023,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Fulham,Arsenal,2,1,1,1,0.55,1.41,44,56,7,8,5,5,5,9,1,0,1,0,8,7,2,1,8,5,-,-,-,-,253,319,45,59,16,19,6,1
ImNQ09eL,ROUND 20,31.12.2023,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Tottenham,Bournemouth,3,1,1,0,0.31,0.68,55,45,5,12,2,11,12,7,3,6,4,2,11,12,1,2,4,11,-,-,0,1,237,181,37,58,19,32,6,11
vcOM1ktF,ROUND 20,30.12.2023,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Nottingham,Manchester Utd,2,1,0,0,0.41,0.03,47,53,6,1,6,0,6,2,4,1,0,1,18,6,1,0,2,5,-,-,-,-,219,254,44,57,23,51,13,11
ARZJsUlq,ROUND 20,30.12.2023,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Aston Villa,Burnley,3,2,2,1,0.92,0.72,62,38,7,6,4,3,11,5,3,2,0,3,2,10,2,1,4,7,-,-,1,2,210,128,45,33,21,12,6,8
lIYNtl4k,ROUND 20,30.12.2023,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Crystal Palace,Brentford,3,1,2,1,0.50,0.58,56,44,5,4,2,2,6,8,3,1,1,1,4,9,1,1,5,5,-,-,0,1,262,200,62,36,33,14,9,6
MLTH2VQ8,ROUND 20,30.12.2023,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Manchester City,Sheffield Utd,2,0,1,0,0.60,0.22,82,18,8,3,6,1,5,4,4,2,1,1,5,4,2,1,3,3,-,-,1,0,439,91,69,18,29,8,9,7
lWDdemJr,ROUND 20,30.12.2023,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Wolves,Everton,3,0,1,0,0.40,0.19,52,48,4,4,3,4,9,6,2,1,1,1,5,13,0,0,5,8,-,-,2,2,238,218,48,65,30,11,4,13
rVUD3BB2,ROUND 20,30.12.2023,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Luton,Chelsea,2,3,0,2,0.28,0.38,48,52,5,7,5,1,10,9,3,0,2,1,17,10,4,0,5,9,-,-,1,0,188,225,49,41,38,11,1,15
xbmlUAKq,ROUND 19,28.12.2023,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Arsenal,West Ham,0,2,0,1,1.04,0.51,73,27,9,3,7,2,3,5,4,1,0,0,9,12,0,2,5,3,-,-,-,-,386,138,86,24,64,10,6,14
ABodSlkd,ROUND 19,28.12.2023,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Brighton,Tottenham,4,2,2,0,2.65,0.52,43,57,11,7,5,7,2,10,3,4,2,2,7,5,0,4,8,1,-,-,1,1,212,272,35,53,26,40,12,7
rHkukCd9,ROUND 19,27.12.2023,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Everton,Manchester City,1,3,1,0,0.79,1.25,26,74,4,12,2,8,4,7,3,5,1,1,7,6,4,1,6,3,-,-,1,0,133,385,37,68,23,34,16,14
WKnhTUZk,ROUND 19,27.12.2023,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Brentford,Wolves,1,4,1,3,1.58,1.62,53,47,6,8,4,5,9,3,5,2,0,1,7,14,0,1,2,8,-,-,1,0,247,224,58,53,29,23,8,14
lfjyjhs3,ROUND 19,27.12.2023,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Chelsea,Crystal Palace,2,1,1,1,1.09,0.60,63,37,6,5,3,3,12,10,2,0,1,5,13,12,1,2,9,7,-,-,-,-,326,180,48,49,21,25,10,4
dKgqlWBF,ROUND 19,26.12.2023,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Manchester Utd,Aston Villa,3,2,0,2,0.34,1.02,50,50,7,6,4,4,5,10,1,4,6,0,9,4,0,3,4,4,-,-,0,1,212,205,46,39,20,31,14,6
A3iXjYRd,ROUND 19,26.12.2023,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Burnley,Liverpool,0,2,0,1,0.11,1.25,32,68,2,14,2,6,3,7,1,3,1,2,9,7,7,0,6,2,-,-,1,0,141,298,48,64,11,26,-,-
0xdMYjCS,ROUND 19,26.12.2023,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Bournemouth,Fulham,3,0,1,0,0.60,0.20,50,50,8,6,7,5,5,5,6,3,1,0,5,12,1,0,4,5,-,-,-,-,218,217,62,62,23,27,-,-
IZshnAtS,ROUND 19,26.12.2023,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Sheffield Utd,Luton,2,3,0,1,0.56,0.45,51,49,10,8,9,6,3,6,5,3,0,0,11,11,1,1,6,3,-,-,2,0,185,178,63,40,31,24,-,-
vqqlmjRL,ROUND 19,26.12.2023,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Newcastle,Nottingham,1,3,1,1,1.28,1.80,60,40,6,7,3,5,6,4,5,2,0,1,7,11,1,2,4,6,-,-,1,2,261,176,68,31,41,12,-,-
ID6HZWdM,ROUND 18,24.12.2023,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Wolves,Chelsea,2,1,0,0,0.54,1.06,38,62,5,8,5,6,5,10,4,3,3,0,13,5,2,0,7,5,-,-,1,1,165,278,36,53,20,21,6,9
OfNEFB5j,ROUND 18,23.12.2023,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Liverpool,Arsenal,1,1,1,1,0.20,0.63,54,46,4,7,3,5,8,7,1,2,1,1,10,9,1,0,6,7,-,-,1,2,236,194,51,38,27,12,7,17
p4OAGijp,ROUND 18,23.12.2023,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Fulham,Burnley,0,2,0,0,0.88,0.05,59,41,12,1,9,1,8,2,5,4,0,2,8,9,0,3,2,6,-,-,1,0,295,206,71,51,36,20,6,19
xbBdveri,ROUND 18,23.12.2023,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Luton,Newcastle,1,0,1,0,1.27,0.83,37,63,9,7,5,6,4,6,3,2,0,2,7,11,1,3,6,1,-,-,-,-,165,294,53,44,26,20,7,9
Wd45xZC3,ROUND 18,23.12.2023,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Nottingham,Bournemouth,2,3,0,0,0.31,0.71,29,71,5,9,3,6,4,8,2,3,0,0,11,10,3,2,8,4,1,0,2,1,104,261,39,61,19,45,12,11
Am39ygS9,ROUND 18,23.12.2023,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Tottenham,Everton,2,1,2,0,0.85,1.00,64,36,5,9,1,4,9,3,2,3,1,3,7,9,5,2,2,7,-,-,0,2,298,162,43,46,16,39,14,7
vN7DzDsG,ROUND 18,23.12.2023,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,West Ham,Manchester Utd,2,0,0,0,0.26,0.67,38,62,4,6,3,3,6,8,2,3,1,0,8,11,3,1,6,5,-,-,1,1,176,298,51,56,12,18,9,11
QJsvMDSM,ROUND 18,22.12.2023,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Aston Villa,Sheffield Utd,1,1,0,0,0.38,0.00,79,21,6,0,5,0,10,5,3,0,0,1,2,17,0,1,5,9,-,-,-,-,336,86,60,36,38,11,1,13
4AtrLXsT,ROUND 18,21.12.2023,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Crystal Palace,Brighton,1,1,1,0,1.00,0.18,40,60,7,4,4,2,8,6,1,0,0,1,13,7,2,2,6,7,-,-,1,1,244,378,42,73,21,30,3,6
23yKQyEi,ROUND 17,17.12.2023,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Liverpool,Manchester Utd,0,0,0,0,1.14,0.12,67,33,15,2,12,2,5,10,9,0,3,1,9,6,0,3,7,4,-,-,2,2,293,149,67,22,45,10,1,18
Eup2yYAC,ROUND 17,17.12.2023,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Arsenal,Brighton,2,0,0,0,0.94,0.00,58,42,15,0,12,0,6,6,3,0,0,0,6,10,0,3,7,6,-,-,1,1,314,229,64,22,45,7,0,9
82q6zhQI,ROUND 17,17.12.2023,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Brentford,Aston Villa,1,2,1,0,0.37,0.79,37,63,3,9,1,6,5,13,3,6,5,0,15,5,3,1,8,5,-,-,-,-,149,262,44,59,25,34,3,15
WdrzNgDG,ROUND 17,17.12.2023,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,West Ham,Wolves,3,0,2,0,0.76,0.47,52,48,8,7,5,5,7,6,5,4,0,0,8,17,2,1,6,7,-,-,1,1,250,219,62,49,29,28,15,16
KvCZIPfo,ROUND 17,16.12.2023,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Burnley,Everton,0,2,0,2,0.42,0.89,63,37,5,6,5,2,8,5,3,4,0,3,7,8,2,0,5,4,-,-,-,-,271,157,47,59,23,20,8,14
OCxGRHbo,ROUND 17,16.12.2023,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Chelsea,Sheffield Utd,2,0,0,0,0.10,0.10,80,20,5,3,4,3,6,8,3,3,3,1,11,16,0,1,4,5,-,-,0,1,421,104,89,26,38,11,6,15
dvjNPeTc,ROUND 17,16.12.2023,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Manchester City,Crystal Palace,2,2,1,0,0.80,0.03,74,26,14,2,9,2,5,7,4,1,1,1,8,7,0,4,6,4,-,-,1,1,367,136,96,16,62,0,3,21
zVlROFr4,ROUND 17,16.12.2023,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Newcastle,Fulham,3,0,0,0,0.11,0.02,72,28,11,4,9,1,4,5,0,1,2,0,8,6,3,2,2,4,0,1,-,-,351,142,78,32,51,13,2,9
IgvWNZcA,ROUND 17,15.12.2023,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Nottingham,Tottenham,0,2,0,1,0.17,1.12,22,78,4,6,4,3,4,9,0,1,2,0,12,7,2,0,8,5,-,-,0,1,89,335,26,79,20,35,12,9
vNikvzRg,ROUND 16,10.12.2023,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Tottenham,Newcastle,4,1,2,0,1.87,1.00,65,35,12,4,7,3,8,7,3,2,1,2,10,13,1,3,6,6,-,-,-,-,277,154,63,29,45,9,1,17
0xKSMYeJ,ROUND 16,10.12.2023,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Everton,Chelsea,2,0,0,0,0.16,0.19,29,71,2,5,2,4,5,6,2,5,2,1,8,11,1,0,6,5,-,-,1,1,130,334,41,51,24,35,10,17
lhDAoIYJ,ROUND 16,10.12.2023,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Fulham,West Ham,5,0,3,0,1.11,0.47,62,38,10,4,5,1,3,2,3,3,0,0,11,8,3,2,2,3,-,-,1,1,335,201,64,42,29,28,14,10
SrCEpxlQ,ROUND 16,10.12.2023,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Luton,Manchester City,1,2,1,0,0.26,0.87,30,70,2,10,0,7,2,6,0,1,0,0,10,7,3,1,6,2,-,-,-,-,163,379,45,60,15,40,6,1
QJRFPzC0,ROUND 16,09.12.2023,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Aston Villa,Arsenal,1,0,1,0,0.22,0.63,47,53,5,8,4,4,10,6,2,2,1,2,12,12,4,0,5,8,-,-,0,1,181,209,36,52,16,23,11,12
